"request_timestamp","elb_name","request_ip","request_port","backend_ip","backend_port","request_processing_time","backend_processing_time","client_response_time","elb_response_code","backend_response_code","received_bytes","sent_bytes","request_verb","url","protocol","user_agent","ssl_cipher","ssl_protocol"
"2015-01-04T00:00:07.717660Z","elb_demo_006","243.199.83.162","3342","172.31.139.149","8888","0.001198","9.44E-4","0.00126","200","200","0","4393","GET","https://www.example.com/articles/867","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:07.858849Z","elb_demo_003","240.186.125.232","28592","172.33.116.115","80","9.62E-4","5.77E-4","0.001721","200","200","0","3902","GET","https://www.example.com/jobs/453","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:08.029933Z","elb_demo_001","245.196.91.54","19378","172.46.192.149","8888","0.00173","8.51E-4","0.001616","200","200","0","3060","GET","https://www.example.com/articles/633","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:08.448226Z","elb_demo_009","244.201.217.195","17343","172.32.113.93","8888","5.46E-4","4.9E-4","2.29E-4","200","200","0","3230","GET","https://www.example.com/jobs/66","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:08.588694Z","elb_demo_006","248.220.161.69","13979","172.36.162.218","80","3.21E-4","0.001518","5.82E-4","500","500","0","2948","GET","https://www.example.com/jobs/160","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:08.762655Z","elb_demo_002","241.94.180.40","28217","172.54.165.226","8888","4.63E-4","0.001434","0.001514","200","200","0","1244","GET","http://www.example.com/articles/364","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","-","-"
"2015-01-04T00:00:09.009322Z","elb_demo_006","248.146.245.67","6461","172.34.169.78","443","0.001181","0.001703","0.001342","200","200","0","3267","GET","http://www.example.com/jobs/722","HTTP/1.1","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246""","-","-"
"2015-01-04T00:00:09.352836Z","elb_demo_005","240.128.137.105","23322","172.39.59.222","8888","0.001496","7.89E-4","0.001292","200","200","0","3428","GET","https://www.example.com/jobs/885","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:10.140144Z","elb_demo_006","243.69.207.95","14744","172.45.237.108","80","0.001538","1.07E-4","0.001531","200","200","0","1797","GET","https://www.example.com/jobs/548","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:10.203850Z","elb_demo_004","252.144.101.118","25702","172.34.47.71","443","5.43E-4","0.001891","0.001406","200","200","0","4188","GET","http://www.example.com/articles/376","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","-","-"
"2015-01-04T00:00:10.670872Z","elb_demo_001","242.101.39.49","31030","172.42.169.234","80","8.22E-4","8.84E-4","0.001449","200","200","0","1972","GET","https://www.example.com/images/319","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:10.865845Z","elb_demo_004","253.54.193.32","30321","172.30.88.102","8888","0.001343","0.001329","4.14E-4","200","200","0","135","GET","http://www.example.com/jobs/356","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","-","-"
"2015-01-04T00:00:11.155405Z","elb_demo_001","252.236.235.71","4722","172.53.160.93","8888","0.001373","0.001367","0.001048","200","200","0","97","GET","https://www.example.com/jobs/71","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:11.282199Z","elb_demo_005","252.106.120.68","14583","172.34.78.228","80","0.001468","0.001231","8.64E-4","200","200","0","3067","GET","https://www.example.com/articles/481","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:12.149700Z","elb_demo_008","241.174.68.201","21075","172.51.235.97","80","4.45E-4","0.001849","7.89E-4","200","200","0","3768","GET","http://www.example.com/articles/50","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","-","-"
"2015-01-04T00:00:12.474397Z","elb_demo_006","240.206.30.80","18904","172.31.133.219","443","0.001572","0.001095","4.08E-4","200","200","0","1926","GET","https://www.example.com/articles/681","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:12.635847Z","elb_demo_003","252.205.76.116","25948","172.50.191.153","80","5.34E-4","0.001742","6.87E-4","200","200","0","2910","GET","https://www.example.com/articles/919","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:13.438344Z","elb_demo_006","246.36.181.148","6582","172.55.226.133","80","3.15E-4","5.7E-4","5.72E-4","200","200","0","2767","GET","https://www.example.com/articles/252","HTTP/1.1","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:13.453534Z","elb_demo_001","244.104.182.230","2618","172.54.80.227","80","3.81E-4","8.6E-4","0.001776","200","200","0","705","GET","https://www.example.com/images/230","HTTP/1.1","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:13.726492Z","elb_demo_004","243.229.88.249","22659","172.34.81.70","8888","6.09E-4","9.68E-4","3.31E-4","200","200","0","4189","GET","http://www.example.com/articles/62","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","-","-"
"2015-01-04T00:00:14.150285Z","elb_demo_005","245.210.128.184","9806","172.42.216.172","443","0.001708","0.001955","0.001617","200","200","0","383","GET","http://www.example.com/articles/775","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","-","-"
"2015-01-04T00:00:14.262972Z","elb_demo_003","243.115.95.68","20825","172.31.90.46","443","3.25E-4","6.57E-4","0.001416","200","200","0","1365","GET","http://www.example.com/images/960","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","-","-"
"2015-01-04T00:00:14.272225Z","elb_demo_003","246.125.59.35","11187","172.50.43.35","8888","0.001622","0.001475","0.001423","200","200","0","4215","GET","https://www.example.com/images/229","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:18.127721Z","elb_demo_008","248.74.39.155","1689","172.35.243.39","8888","9.53E-4","0.001794","6.29E-4","200","200","0","1050","GET","http://www.example.com/jobs/435","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","-","-"
"2015-01-04T00:00:18.257640Z","elb_demo_006","245.237.121.230","15471","172.50.223.47","80","0.001036","0.001674","0.001376","200","200","0","4344","GET","https://www.example.com/articles/748","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:19.748440Z","elb_demo_005","240.53.150.134","30372","172.51.114.77","80","4.51E-4","0.001118","0.001713","200","200","0","119","GET","https://www.example.com/articles/368","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:20.433017Z","elb_demo_006","252.120.125.244","19707","172.53.245.78","80","7.74E-4","8.13E-4","0.001267","200","200","0","3844","GET","https://www.example.com/articles/348","HTTP/1.1","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:20.684416Z","elb_demo_001","241.245.33.53","21188","172.32.173.167","443","0.001436","3.92E-4","8.72E-4","200","200","0","687","GET","http://www.example.com/articles/278","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","-","-"
"2015-01-04T00:00:20.720497Z","elb_demo_006","249.99.177.53","30058","172.37.152.167","443","0.001692","9.27E-4","5.01E-4","200","200","0","1150","GET","http://www.example.com/images/107","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","-","-"
"2015-01-04T00:00:21.221458Z","elb_demo_004","242.248.246.245","20976","172.35.224.227","443","0.001391","0.001124","0.001308","200","200","0","575","GET","http://www.example.com/images/489","HTTP/1.1","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246""","-","-"
"2015-01-04T00:00:21.594472Z","elb_demo_001","249.122.250.152","2295","172.37.212.72","8888","6.19E-4","9.44E-4","7.83E-4","200","200","0","1590","GET","http://www.example.com/articles/721","HTTP/1.1","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""","-","-"
"2015-01-04T00:00:22.653517Z","elb_demo_006","249.90.157.78","10242","172.46.68.240","443","0.001563","0.00169","2.86E-4","200","200","0","4209","GET","http://www.example.com/articles/378","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","-","-"
"2015-01-04T00:00:23.746032Z","elb_demo_007","241.113.232.84","31703","172.30.140.227","8888","4.77E-4","8.36E-4","0.001212","200","200","0","1244","GET","https://www.example.com/images/557","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:23.834496Z","elb_demo_008","242.85.153.45","9595","172.54.68.218","8888","0.001985","0.001348","0.001407","200","200","0","2810","GET","http://www.example.com/images/587","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","-","-"
"2015-01-04T00:00:23.848076Z","elb_demo_004","247.131.208.189","13873","172.47.144.34","8888","3.49E-4","0.001311","0.001704","200","200","0","502","GET","https://www.example.com/jobs/631","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:24.198698Z","elb_demo_007","245.141.109.190","21143","172.42.100.32","8888","5.22E-4","1.11E-4","9.76E-4","200","200","0","2607","GET","http://www.example.com/images/212","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","-","-"
"2015-01-04T00:00:25.166112Z","elb_demo_002","240.184.148.48","4371","172.51.126.57","80","9.23E-4","9.15E-4","0.001265","200","200","0","3147","GET","http://www.example.com/images/237","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","-","-"
"2015-01-04T00:00:26.306662Z","elb_demo_004","251.150.234.139","9512","172.47.229.246","443","7.22E-4","7.15E-4","0.001164","200","200","0","3835","GET","http://www.example.com/articles/716","HTTP/1.1","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""","-","-"
"2015-01-04T00:00:26.573825Z","elb_demo_007","244.83.44.46","18313","172.36.88.204","8888","3.71E-4","0.001651","1.93E-4","200","200","0","3077","GET","https://www.example.com/jobs/895","HTTP/1.1","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:26.653299Z","elb_demo_008","247.53.187.239","21813","172.40.203.74","8888","0.001908","2.7E-4","6.3E-4","200","200","0","1459","GET","https://www.example.com/images/833","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:26.941493Z","elb_demo_009","243.140.214.81","30133","172.50.69.58","80","0.001074","0.001905","9.07E-4","200","200","0","3334","GET","https://www.example.com/jobs/878","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:27.466357Z","elb_demo_005","249.41.169.223","28088","172.52.250.199","8888","1.02E-4","4.12E-4","9.83E-4","200","200","0","2445","GET","http://www.example.com/images/546","HTTP/1.1","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""","-","-"
"2015-01-04T00:00:28.084719Z","elb_demo_004","243.155.54.31","31098","172.30.167.73","80","0.001816","0.001638","0.001594","200","200","0","3949","GET","http://www.example.com/jobs/654","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","-","-"
"2015-01-04T00:00:28.339837Z","elb_demo_003","243.194.88.244","13367","172.50.41.173","8888","0.00162","5.17E-4","2.41E-4","200","200","0","220","GET","https://www.example.com/articles/10","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:28.927056Z","elb_demo_003","243.240.74.181","13370","172.37.83.189","443","0.001052","9.18E-4","1.41E-4","404","404","0","2767","GET","http://www.example.com/images/163","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","-","-"
"2015-01-04T00:00:29.748243Z","elb_demo_007","245.222.89.30","9199","172.33.127.84","80","0.001756","0.001403","0.001068","200","200","0","624","GET","https://www.example.com/jobs/430","HTTP/1.1","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:29.794703Z","elb_demo_002","252.97.104.242","12974","172.40.40.113","8888","0.001413","1.61E-4","3.56E-4","200","200","0","4368","GET","http://www.example.com/articles/943","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","-","-"
"2015-01-04T00:00:30.534861Z","elb_demo_007","252.228.183.232","18663","172.44.239.41","8888","0.001105","0.001383","0.001494","200","200","0","23","GET","https://www.example.com/images/204","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:30.882778Z","elb_demo_006","241.54.205.73","6330","172.40.107.166","8888","5.29E-4","0.001092","8.78E-4","200","200","0","239","GET","https://www.example.com/jobs/696","HTTP/1.1","""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:31.390533Z","elb_demo_001","253.230.135.64","18371","172.37.229.69","443","1.39E-4","5.2E-4","6.81E-4","200","200","0","465","GET","http://www.example.com/jobs/909","HTTP/1.1","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""","-","-"
"2015-01-04T00:00:32.448250Z","elb_demo_006","241.93.182.184","10796","172.31.219.213","443","0.001101","0.001809","0.001109","200","200","0","2607","GET","https://www.example.com/images/465","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:33.230593Z","elb_demo_009","241.219.172.165","31434","172.48.134.81","80","0.001158","0.001588","3.27E-4","200","200","0","2961","GET","http://www.example.com/articles/208","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","-","-"
"2015-01-04T00:00:34.831159Z","elb_demo_003","252.132.246.103","5580","172.40.122.95","8888","0.001821","5.29E-4","7.28E-4","200","200","0","1570","GET","https://www.example.com/jobs/707","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:34.877941Z","elb_demo_008","249.204.222.216","8930","172.51.160.99","8888","3.54E-4","8.99E-4","0.001965","200","200","0","3701","GET","http://www.example.com/articles/644","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","-","-"
"2015-01-04T00:00:35.320367Z","elb_demo_009","246.178.230.190","15665","172.38.219.197","443","0.001754","0.001961","0.001035","404","404","0","4683","GET","http://www.example.com/jobs/753","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","-","-"
"2015-01-04T00:00:35.981955Z","elb_demo_003","248.56.72.118","15903","172.55.83.113","80","0.001427","0.001784","0.001964","200","200","0","2908","GET","http://www.example.com/images/36","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","-","-"
"2015-01-04T00:00:36.203858Z","elb_demo_001","240.204.167.180","9506","172.34.169.93","443","2.4E-4","5.03E-4","6.44E-4","200","200","0","1063","GET","http://www.example.com/articles/52","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","-","-"
"2015-01-04T00:00:36.981187Z","elb_demo_004","253.204.131.219","27173","172.46.126.117","443","3.08E-4","6.3E-4","5.09E-4","200","200","0","1467","GET","http://www.example.com/jobs/753","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","-","-"
"2015-01-04T00:00:37.718997Z","elb_demo_006","245.84.168.208","2774","172.53.217.128","443","0.00153","0.001632","0.001697","200","200","0","4417","GET","http://www.example.com/images/803","HTTP/1.1","""Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36""","-","-"
"2015-01-04T00:00:38.369079Z","elb_demo_007","251.83.99.192","7990","172.50.153.161","8888","5.07E-4","0.001537","5.42E-4","200","200","0","4647","GET","https://www.example.com/images/651","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9""","DHE-RSA-AES128-SHA","TLSv1.2"
"2015-01-04T00:00:38.877988Z","elb_demo_007","247.246.76.234","17343","172.47.101.218","8888","0.001647","6.62E-4","0.001002","200","200","0","1321","GET","http://www.example.com/images/313","HTTP/1.1","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50""","-","-"
